guid,tag,text,pic
3657,0,"RT @USFreedomArmy: Dorothy identifies the spineless. Enlist in the USFA at Constitutional ""resurrection."" ",datasets/data/3657.jpg
819,0,#Rainy roadside rubbish collection day. #glasses #broken ,datasets/data/819.jpg
3256,0,@tcobglobal back in London from Paris. Hopefully I'm more lively at work than these guys from the catacombs! ,datasets/data/3256.jpg
4764,0,— Безумный. http:/…,datasets/data/4764.jpg
1158,0,@mguggenheim Are you trying to kill us? ? And what the? :-o #worried ,datasets/data/1158.jpg
1356,0,"RT @_carrienet_: There is no value in comparisons. If you took the strengths of others, an #depression ",datasets/data/1356.jpg
4818,0,RT @CALUMDATING: Calum barely had any sleep after you two got into a heated fight about groupie rumours http://t.co/kz0joKDtt7,datasets/data/4818.jpg
1218,0,RT @AlArabiya_Eng: #Anger management: How to stop rage ruining your life #AngerProblems ,datasets/data/1218.jpg
4166,0,Herman Miller Aeron OEM Replacement Back Frame Size B  3D11 SAPPHIRE Blemished http://t.co/HpmzA0amLG http://t.co/2TkRLvtmW6,datasets/data/4166.jpg
1056,0,I'm always taken aback when people befriend me just to ask me to ask my bf to do favours for them ,datasets/data/1056.jpg
2998,0,RT @_springnsummer: ; A ; ?x827313 ,datasets/data/2998.jpg
689,0,houseguest coming to stay so I thought I'd tidy. It's turned into a mass sorting session. ,datasets/data/689.jpg
1293,0,The 21 Deadliest Ani #wildlife #wild ,datasets/data/1293.jpg
4346,0,"RT @AnnRhefn: Caterpillar Sales telling you what's really going on in the World Economy... THE GREATER DEPRESSION, since 2013... http://t.c…",datasets/data/4346.jpg
2895,0,Exposing a Fearful ill: 12 Years A Slave (Steve McQueen –?2013) ,datasets/data/2895.jpg
4367,0,RT @RiotHousewives: How Desperate Is Mother Funders PTO President Carla? - http://t.co/AOP5RJjmkx #MotherFunders http://t.co/4ouzvaE0vZ,datasets/data/4367.jpg
680,0,"RT @ZainaErhaim: I was here when this barrel bomb hit Shaar market. It could've been me, turned into another victim of #AssadHolocaust http… ",datasets/data/680.jpg
4211,0,Wow,datasets/data/4211.jpg
2548,0,RT @TheSun: Dad 'too crippled to work' on ?1.3k monthly handouts carries 17st scooter ,datasets/data/2548.jpg
2156,0,RT @MirrorFootball: Blackpool got 99 problems and a pitch a?i?n?'?t? IS one ,datasets/data/2156.jpg
3824,0,RT @singerboi3890: RT @AceRedBand1t: A white woman called me and her legal first name was Halloween. Halloween. I was upset. ,datasets/data/3824.jpg
4002,0,RT @TheSickDrawings: Abandoned swimming pool taken over by nature. http://t.co/xzlh4wCbVK,datasets/data/4002.jpg
1257,0,morrrphia - 17. Ledus skulpturu festivals #ice #festival #Jelgava #2015 #trapped ,datasets/data/1257.jpg
3585,0,RT @DonaBull: Sinful Sunday Pt. 01 ,datasets/data/3585.jpg
1703,0,What does Jesus teach about anger? #jesus #christian #theology #anger #faith ,datasets/data/1703.jpg
4880,0,https://t.co/rWFsbXSzTV http://t…,datasets/data/4880.jpg
134,0,#Dismal #monology by #Olavi #Paavolainen vs Dismal #SaltyLiquorice by @oypoppamies. ,datasets/data/134.jpg
3544,0,(Ps. Hes my ex sadly) ,datasets/data/3544.jpg
4487,0,@diZZy_kkkk_ http://t.co/OoLS3RcL9i,datasets/data/4487.jpg
2690,0,RT @britishmuseum: Torres Strait Islander artist Angela Torenbeek made this basket from discarded nets #NAIDOC http:… ,datasets/data/2690.jpg
4476,0,"RT @SkySportsNewsHQ: Australia opener Chris Rogers missed training today for a check-up, after dizzy spell in second Test at Lord's #SSNHQ …",datasets/data/4476.jpg
4349,0,"RT @SnootcheBootche: If we gonna do this Wednesday Depression thing, may as well go all out!! #depro #Vodka #Pizza #BluesGuitar #idgaf http…",datasets/data/4349.jpg
280,0,#Rain by DJLee - #Atmosphere #Barren #Branches #CloseUp #Cold #Dark #Green ,datasets/data/280.jpg
361,0,RT @rainbows_vodka: Don't you dare.... #ana #mia #sad #thinspo #skinny #depressed #depression ,datasets/data/361.jpg
5117,0,The Exclusive 8 Pictures of Dead Sea Monsters That Shook... http://t.co/hNSjb7SwmO http://t.co/zZtbLe5CnV,datasets/data/5117.jpg
3168,0,"RT @mishacollins: People say #SDCC is a ""love fest,"" but these two have been standing here badly injured for hours & no one's helping. http… ",datasets/data/3168.jpg
2741,0,RT @TheBloggess: That moment when you have a tight deadline but all your coworkers are in your office and might bite you if disturbed. http… ,datasets/data/2741.jpg
1010,0,RT @MissGem: So this @parcelforce van thinks it's ok to nearly run people off the road?! #disgusting #shocked #disgraceful ,datasets/data/1010.jpg
959,0,My #Jasonvoorhees mask drawing ???. #FridayThe13th #Art #drawing #hashtag #EVIL @JasonLVoorhees @F13thFranchise ,datasets/data/959.jpg
3482,0,Dentist body bag fury: Dad finds daughter petrified restrained on papoose device ,datasets/data/3482.jpg
4848,0,Moral brigade active in Islamabad again http://t.co/ftZycT1wzp Extremists emboldened by impotent National Action Plan http://t.co/lZpQTwY4ZD,datasets/data/4848.jpg
19,0,#depressed #depression #bullied #anxiety #overdosed #addict #drugs #pills #cuts #cutting #… ,datasets/data/19.jpg
1929,0,"RT @Amelia_Womack: If @nick_clegg's know for broken promises on Fees, @David_Cameron should be known for lies on the NHS #getcameronout htt… ",datasets/data/1929.jpg
3499,0,Matthews sticks with reeling Mavs after Jordan rejection ,datasets/data/3499.jpg
4403,0,"Completely snapped my Achilles' tendon, operation tomorrow morning! Devastated. ? http://t.co/G2NbhRDwVj",datasets/data/4403.jpg
2959,0,RT @Behzinga: Foggy ting today ,datasets/data/2959.jpg
3092,0,RT @CP24: Man charged with impaired driving after being stopped with kids in car on QEW ,datasets/data/3092.jpg
3770,0,RT @AEJKhalil: Thousands of Detainees are tortured to death by Assad Regime #Syria #SaveTheRest ,datasets/data/3770.jpg
727,0,RT @SokoAnalyst: Know why our politics are a freaking mess? It's when the youth agree to be brain washed like this: Babu buying votes http:… ,datasets/data/727.jpg
1972,0,@SeanHMurray what's happening in this pic? #confused ,datasets/data/1972.jpg
1527,0,El nuevo trailer de #Furious 7 es ciencia ficción pura… #cine ,datasets/data/1527.jpg
2940,0,@SenShelby #CommonCore based on flawed belief that big govt knows best. #StopCommonCore #StopECAA #PJNET ,datasets/data/2940.jpg
2478,0,"RT @Independent: Bryan Cranston totally, utterly burned a Breaking Bad fan at Comic-Con ",datasets/data/2478.jpg
2105,0,RT @queenwaldorff: #ANIMALABUSE #CRUELTY #TORTURE #ABUSED #BURIED BART THE #ZOMBIE CAT eats for the first time http:… ,datasets/data/2105.jpg
4815,0,New Passenger Power Tow Mirror Heat Heated Signal Ford Excursion Pickup Truck http://t.co/XtKAlgQP7s http://t.co/jY9Br6I1vV,datasets/data/4815.jpg
4469,0,Why do you get distressed so much? Take the quiz: http://t.co/bly1Pi5nff http://t.co/5o6ptl5w0r,datasets/data/4469.jpg
5068,0,#Brazzers #Exclusive Reeling from the mysterious disappearance of their dear... http://t.co/55d2BOKD2G #VIDEO http://t.co/3g6PW0mncZ,datasets/data/5068.jpg
700,0,RT @WeLoveRobDyrdek: this shit went 0 to infinity reallll quick ?? ,datasets/data/700.jpg
4159,0,9.5-22 BLEMISHED 4PLY TURF TIRE http://t.co/Zkjrv26gfW http://t.co/8eSTjpkDMk,datasets/data/4159.jpg
3935,0,The Wounded Angel / Hugo Simberg ,datasets/data/3935.jpg
4264,0,#MeekBeLike Drake not even crippled http://t.co/VIDOsMAhFg,datasets/data/4264.jpg
4949,0,http://t.co/EMyoWZQV6E #8001 GUERLAIN LINGERIE DE PEAU BB BEAUTY BOOSTER MEDIUM 1.3 OZ http://t.co/hDJiLuVcfU,datasets/data/4949.jpg
4866,0,RT @ImLuckyMazibuko: @MeekMill Who compared you to drake though?! you ain't even the best rapper in your relationship! http://t.co/05MD89u4…,datasets/data/4866.jpg
697,0,This is why I think herb bag is crap and useless... All those noted herb drops... ,datasets/data/697.jpg
1878,0,Just when you thought your world was finally beautiful again.. He makes it black and white. ,datasets/data/1878.jpg
668,0,#Crisis #Aid #Luton. #Helping the #Ummah in need. #Syria is #bleeding. ,datasets/data/668.jpg
2354,0,"RT @JaneTribune: This is everything. Abbott lizarding, Harry perturbed, Charles befuddled, Shorten just hoping someone’ll notice him http:… ",datasets/data/2354.jpg
3669,0,Man stabbed to death in Sunshine North >> ,datasets/data/3669.jpg
4522,0,"RT @FO_weather: Also, the #SPC (Shark Prediction Center) places the Sandhills at an elevated risk of Hammerheads tonight. #Sharknado3 http:…",datasets/data/4522.jpg
2387,0,RT @feverdreamsut: Our show with Black Breath is coming up soon. You don't wanna miss it! ,datasets/data/2387.jpg
486,0,RT @arifs072: Our baby Tuleen who was paralyzed after being run over by a settler finally took few steps after months of rehab. ,datasets/data/486.jpg
10,0,@ArrivaTW absolute disgrace two carriages from Bangor half way there standing room only #disgraced ,datasets/data/10.jpg
3513,0,RT @OnlyMyBiebah: When you get rejected by Justin Bieber ,datasets/data/3513.jpg
3771,0,RT @Elizete_11: .@ECDC_EU Dog torture not hidden behind closed doors in Korea. Dogs 4sale in market to be tortured #… ,datasets/data/3771.jpg
3984,0,"While no longer actually abandoned, the majority of this old Kirkbride Psychiatric hospita… http://t.co/xjXr44d47B http://t.co/0BvY6EBl2g",datasets/data/3984.jpg
75,0,#django doing a fox impression. #cat #black #longhair IG > imaakim ,datasets/data/75.jpg
4394,0,RT @MarshallProj: An online troll nearly destroyed a family with death threats & accusations of child rape. http://t.co/j8n9egVJLU http://t…,datasets/data/4394.jpg
672,0,.@DailyMirror Tortured animals believed 2 taste better before killed due 2 adrenaline released in body #StopYuLinFest ,datasets/data/672.jpg
589,0,I think I'm just done trying.. I think I need to start facing a reality of loneliness and no color left. #empty ,datasets/data/589.jpg
3509,0,RT @Otaku_Lester: It is regretful to lose...afterall... ,datasets/data/3509.jpg
1774,0,"RT @mahbob67: Rudy Giuliani: Over 2500 #Iranian Refugees in #CampLiberty that we have abandoned,although we promised 2 protect them ",datasets/data/1774.jpg
1507,0,#selfharmmm #suicidal #staystrong #sad #anerexic #flawed #suicide #bands #tears #sadness #… ,datasets/data/1507.jpg
641,0,#CRPFJawan manning a #deserted road during #curfew on the #2nd #anniversary of #execution of #AfzalGuru in #Srinagar ,datasets/data/641.jpg
832,0,#game #girlgamer #fear #GTAOnline #GTAV htt… ,datasets/data/832.jpg
1838,0,#InternshipSearch #Internship #PublicRelations #MasterStudent #NeedInternship #Help #Desperate ,datasets/data/1838.jpg
1533,0,This is a very Manchester sky! #gloomy ,datasets/data/1533.jpg
2619,0,"RT @DanteB4u: The #ConfederateFlag is about a #HeritageOfHate, #WhiteSupremacy, and depraved racist delusion! #TakeDownTheFlag ",datasets/data/2619.jpg
3281,0,RT @FactsOfHeaIth: Guyer HS football players carry the jersey of their lost teammate onto the field. This deserves endless retweets... http… ,datasets/data/3281.jpg
2968,0,"RT @lesjolismaux: ""Des nébuleuses au fond d'mes songes"" ",datasets/data/2968.jpg
4878,0,"RT @CAPAMAG: Polis, Suru?'ta ?len Ece Din?'in Karacaahmet Mezarl???'ndaki cenaze t?renine kat?lanlara plastik mermi s?kt?. http://t.co/ibXN…",datasets/data/4878.jpg
2617,0,"RT @RT_America: Homicide spike, demoralized force poses tough challenge for new #Baltimore police chief ",datasets/data/2617.jpg
452,0,"RT @robertasmithnyt: Also at Clyfford Still Musuem, astounding earlyish work whose data I neglected to record. #OffSiteTweeting ",datasets/data/452.jpg
3010,0,RT @Surrealist_mind: 'Cosmic grim'. Artwork by greenfeed. #surreal #art. Surrealism ,datasets/data/3010.jpg
246,0,RT @stoned_satan: https://t.co/y8SXRiJrP8 #cigarette #death #depressed ,datasets/data/246.jpg
4304,0,Shafts already damaged by lip seals can upgrade to LabTecta & 10.5 years of bearing protection http://t.co/Onr1eogAmM http://t.co/x5XsLoS4oN,datasets/data/4304.jpg
3429,0,"RT @omelete: Série de exorcismo do criador de Walking Dead, Outcast ganha primeiro trailer completo ",datasets/data/3429.jpg
1761,0,"Sims community is sickeningly polite. My toxic mentality prevents me from befriending other 'Simmers"" #2edgy #shunned ",datasets/data/1761.jpg
1857,0,Iguana Laurenti #fotomanhef #canon #iguana #reptile #tropical #nature #planet #wild #venezuela #photography #travel ,datasets/data/1857.jpg
3125,0,On a cru à un nouveau TD mais incomplète #FRAAUS #IFAFWC15 #EDF #FOOTUS ,datasets/data/3125.jpg
3051,0,And no one knows where the shore is ,datasets/data/3051.jpg
80,0,Grab your brain mittens twitter I'm super ecstatic to be at work.. ?? ,datasets/data/80.jpg
5124,0,http://t.co/V4ln4Hvfkx http://t.co/IaXL8Rzy1R,datasets/data/5124.jpg
5086,0,"RT @nekoghouI: this is so, so, SO fuckin heartbreaking. how some people won't even feel remorse by looking at this picture amazes me http:/…",datasets/data/5086.jpg
4395,0,#AwaranBLF…,datasets/data/4395.jpg
1712,0,Why #socialmedias make people feel down? Here's what research said #Addicted #depression ,datasets/data/1712.jpg
344,0,Q: Which vascular territory is infarcted here? ANSWER: #FOAMrad #FOAMed #radiology ,datasets/data/344.jpg
1818,0,RT @VicePresPPPP: Anguished at the heinous attack on the Imambarah yesterday. We all stand with our Shia brethren today. ,datasets/data/1818.jpg
2618,0,Baltimore's next police chief faces demoralized department ,datasets/data/2618.jpg
1589,0,RT @uupinfo: SUNY EOP students tell @NYGovCuomo he's #wrong to cut funding to SUNY opportunity programs ,datasets/data/1589.jpg
3080,0,RT @WORIDSTARHlPHOP: Wendy's feelings were so hurt ???? ,datasets/data/3080.jpg
4762,0,RT @IamAkademiks: The Grim Reaper posted up in Chiraq with the 5 star War General. Caption sneak dissing Montana of 300? http://t.co/kR6nTc…,datasets/data/4762.jpg
3772,0,Alex's former friends now constables lead him to be tortured.... ,datasets/data/3772.jpg
4939,0,Now #streaming on #Netlabel Profiles: Axel Schultheiss Marooned #listen http://t.co/AOU9qh8zn0 #ccmusic http://t.co/GGrf2iIWRW,datasets/data/4939.jpg
430,0,#ANIMALABUSE #TORONTO #PUPPY #TORTURE WE OFFER $1K #REWARD puppy #beaten #bound #burned ,datasets/data/430.jpg
837,0,Back to the hotel and @ColinBland78 is on his arse AGAIN!!! So much for BCFC fans! #Feeble ,datasets/data/837.jpg
3134,0,"RT @tes: Peer tutoring is ineffective and can be detrimental, research finds ",datasets/data/3134.jpg
1755,0,The journey to the top is lonely. #abandoned church in #StLouis #Missouri #photography #fineart #photograph #stl ,datasets/data/1755.jpg
2712,0,BOO #GameofThrones #ExperienceTheRealm is SO disorganized! ,datasets/data/2712.jpg
5004,0,#PPSellsBabyParts for a large profit so their employees can live large. Are you as outraged as us? #Lamborghini http://t.co/ZDlQRjpWMw,datasets/data/5004.jpg
4107,0,RT @NBCNews: Black man shot in the head by cop during traffic stop http://t.co/mhh3mSX9Dj http://t.co/9vrSgESn1O,datasets/data/4107.jpg
4421,0,"RT @Junkculture: Inspired Store Revamp Features a Raised Floor Made from 25,000 Pieces of Discarded Tableware https://t.co/8Z0kP1LtDV http:…",datasets/data/4421.jpg
3549,0,RT @Kaylz1Dfangirl: I don't know if I should be scared or not?!The suspension in this video is killing me!!? #RaphasSecret ,datasets/data/3549.jpg
901,0,capture every moment even its a #goursouzia #superstition #ftou #broken #mirror ,datasets/data/901.jpg
3164,0,RT @itsmovies: Stuck in Love ,datasets/data/3164.jpg
331,0,At -- #drugs #alternative #blithe #dark #depressed #depression #grunge #insine #pale #para… ,datasets/data/331.jpg
376,0,"Other fans are disappointed && I'm over here #ECSTATiC!! REFUND that $$, please && #THANKYOU ?? ",datasets/data/376.jpg
3445,0,When you're overwhelmed with responsibilities (part 2) ,datasets/data/3445.jpg
3962,0,"RT @Ratmask: Si le recordais, tuvisteis una infancia/adolescencia bastante buena ",datasets/data/3962.jpg
4716,0,@amyhunterywca Brings Diversity to #STEMTQ2015 @STEMpactSTL Let's talk about it http://t.co/hTNnXR61Y9,datasets/data/4716.jpg
4717,0,How Furious 8 Fits Into The Fast And Furious Franchise http://t.co/str1e8Qwkz #MovieGirl http://t.co/DBHlCLBwEx,datasets/data/4717.jpg
3197,0,RT @stopeatingcats: Not just an isolated case in S.korea -cat set on fire runs across car park seen on CCTV last year. ,datasets/data/3197.jpg
5113,0,http://t.co/K1gx2h7CE4 http://t.co/…,datasets/data/5113.jpg
2131,0,RT @BestProAdvice: The reason why this devoted dog is in critical condition will make you cry: ,datasets/data/2131.jpg
130,0,#depression #anxiety #worry #grief #anger #fear #hopeless #doubt #shame #guilt ,datasets/data/130.jpg
826,0,Ask protestors y DL's lying? ,datasets/data/826.jpg
3129,0,RT @tengounatienda: @charkimas @oriol_ges @pereperpinya és indignant que la gent no s'enrecordi d'això! ,datasets/data/3129.jpg
2960,0,@MikeAndMike .....they're coming.....and no donut or mani/pedi salon is safe. @Reds #AllStarGame ,datasets/data/2960.jpg
4622,0,RT @br_uk: Russian football's ‘Miss Charming’ stripped of title after being exposed as a racist neo-Nazi http://t.co/oEv1syb6Vf http://t.co…,datasets/data/4622.jpg
1174,0,RT @trmphotography: Forgotten.. #Kent #Dungeness #wrecked #photography ,datasets/data/1174.jpg
1307,0,RT @Cowgirls360: Oops! #badgirl #cowgirls #drinking #drinks #party #wild #cantwait #getready #Orlando #idrive ,datasets/data/1307.jpg
2983,0,RT @CBCNews: Mobile home park 'in state of raw crap' due to failing septic tanks ,datasets/data/2983.jpg
320,0,"RT @Lab2Palestine: British consul @CGAMcPhail ""horrified"" by illegal Israeli settlements on visit to West Bank http… ",datasets/data/320.jpg
4943,0,"Perk of growing up in the Brandywine Valley, Del: Knowing about the American illustrator Howard Pyle (""Marooned"") http://t.co/skcGsSNBV6",datasets/data/4943.jpg
1695,0,To walk out of work? people with limited minds and draconian ideas! 180 characters doesn't cut it! #Seething ,datasets/data/1695.jpg
3793,0,RT @SimsReacting: when your mate is on some next level shit getting drunk at a party ,datasets/data/3793.jpg
4414,0,On my bicycle ride I noticed the medium on Maclure Rd in #Abbotsford on fire due to a discarded cigarette butt. http://t.co/uebqc2YcK4,datasets/data/4414.jpg
3411,0,"RT @thecoreyholcomb: My brothers work shows. That other dude is a rumor ya dig. And your not offended by my words lames, ur scared?? http:/… ",datasets/data/3411.jpg
4419,0,RT @KatrinaKaifFB: Katrina Kaif will shoot in Poland for #Fitoor - http://t.co/Bd7jrNMIxv http://t.co/McodIqUaZz,datasets/data/4419.jpg
1775,0,SHOCKING: Guess What a Woman Found in an Abandoned Suitcase ,datasets/data/1775.jpg
1906,0,COLUMBIA RIVER CRKT CARSON LARGE M16-14ZSF BIG DOG TANTO DESERT CAMO - BLEMISHED ,datasets/data/1906.jpg
3105,0,RT @ithurtstopoop: Not cool. You know im impotent #PS4share ,datasets/data/3105.jpg
3210,0,@mimiMunks maybe you should talk to a Sharkiatrist and find out why you aren't feeling so jumpy. ,datasets/data/3210.jpg
4980,0,https://t…,datasets/data/4980.jpg
4335,0,RT @animemomdad: Zebra (Toriko) http://t.co/hQrGGRnXmS,datasets/data/4335.jpg
3058,0,RT @michell57319641: Most normal people are horrified by those who use dogs on foxes or other wildlife #KeepTheBan h… ,datasets/data/3058.jpg
934,0,#slave #sub #submissive #exposed #abused #degraded #humiliated - [link removed] ,datasets/data/934.jpg
1263,0,Halp! #Boston #snow #window #trapped ,datasets/data/1263.jpg
2766,0,"@vikkiwilson_ don't be too downhearted, there's always worse things going on, just imagine this picture ",datasets/data/2766.jpg
3944,0,"RT @IraqiSecurity: Car bomb in Aden Sq, Kadhimiyah, N. #Baghdad. Initial reports suggest at least 5 martyrs & 22 wounded. #ShiaGenocide htt… ",datasets/data/3944.jpg
248,0,RT @njudah_star: POST MATCH: Dean Smith furious after @WFCOfficial penalty debacle #wfc ,datasets/data/248.jpg
4290,0,Genuine HP 56 Black Ink Cartridge in Damaged Retail Box http://t.co/WlzOsgiy2v http://t.co/Qecu07oJjv,datasets/data/4290.jpg
2002,0,TBT to freshman year when you were a bammer & I was a barner.. Wait what? #cooledits #throwbacktuesday #confused (-: ,datasets/data/2002.jpg
4368,0,RT @errin1970: Ch1 of my #thriller Desperate is at http://t.co/TaAR7hMnI7  I welcome comments. http://t.co/JBUxY2Ke5A,datasets/data/4368.jpg
2881,0,15 Fucked Up Sunburns That Will Make You Fear the Summer! ,datasets/data/2881.jpg
4855,0,"But it's not tartan, so obviously inferior http://t.co/ZldyvJgyCt",datasets/data/4855.jpg
1389,0,#broken #gradient #noedges #grain #colorize ,datasets/data/1389.jpg
4440,0,Really getting peed off with the dismal summer weather here in Edinburgh. Oh to be back here #summercruising #Monaco http://t.co/4jOb7xwWOM,datasets/data/4440.jpg
3968,0,@ bailarina_fit:Misturei 1 colher de sopa de pasta de amendoim com 1 colher de sopa de doce de leite zero a?úcar. M… ,datasets/data/3968.jpg
4203,0,JK YouthCongress protested against BJP-PDPgovt. Dy.CM NirmalSingh effigy was burned on non allotment of AIIMS inJammu http://t.co/bQATbTUOVE,datasets/data/4203.jpg
3568,0,RT @newscomauHQ: You don’t want to find this in your chicken ,datasets/data/3568.jpg
4958,0,Castle - standard motorcycle gloves - Womens Medium - Black / 20-2024 http://t.co/xWqbD0KCZz http://t.co/draetUDptD,datasets/data/4958.jpg
4427,0,http://t.co/IDllFhnWka http://t.co/omZmsbCsa7,datasets/data/4427.jpg
3553,0,"Just tapped, @CalfkillerBeer The Scorned Hooker with a whole-hop flavor with a malty backbone! ",datasets/data/3553.jpg
2923,0,RT @Solafagbemi: My face when The Hunger games: catching fire finished... ,datasets/data/2923.jpg
3726,0,RT @alinashigri: Terror-stricken city at 11:30 in the night ,datasets/data/3726.jpg
3365,0,@EvoShield @futuresgame catchers got one if im not mistaken ,datasets/data/3365.jpg
4380,0,Why are you feeling despondent? Take the quiz: http://t.co/bASVsxv3y4 http://t.co/Tuz5ncFK9g,datasets/data/4380.jpg
2057,0,@yorksfella59 time for slim Jim to have his chauffeur rides cut ! ,datasets/data/2057.jpg
367,0,RT @ChadJordan23: When you confidently yell out the wrong answer in class... ,datasets/data/367.jpg
4712,0,my head is fuming look at this monstrous reaction http://t.co/cAjVzCtB7i,datasets/data/4712.jpg
4258,0,是非Crazyのゲストで最安値＆特価貰ってください? http://…,datasets/data/4258.jpg
529,0,Never Forget this! Hillary Has forgotten it! never once say SORRY no remorse! ,datasets/data/529.jpg
3719,0,??? ??? ??????? ??? ?????? ????? ,datasets/data/3719.jpg
5074,0,"$VMW nice pop. Back above 200day but rejected so far at $86.90 level, big resistance there coinciding with the 50day http://t.co/5fLmzRpV95",datasets/data/5074.jpg
3727,0,RT @YouTube: Feeling testy? https://t.co/bN2BlR1xmX ,datasets/data/3727.jpg
4831,0,- ???? ?? ?????. http://t.co/1tNwLTuKMr,datasets/data/4831.jpg
3111,0,RT @LindleyE: Nicola’s not looking for love and Jack seems incapable of giving it - DARE TO LOSE ,datasets/data/3111.jpg
3166,0,"RT @MajorNews911: UPDATED: Police: 2 dead, 3 injured in police-involved shooting in River Forest, Ill. -@WGNNews htt… ",datasets/data/3166.jpg
808,0,RT @jahanarawattoo: None political worker frm other party can beat #PPPJiyalas #DieHard #Emotional #Enthusiastic #PPPPunjab #AzadiCamp http… ,datasets/data/808.jpg
636,0,"""@NXRMXRXAXA: ""@SadQuotings: #suicidequotes #SuicidalThoughts #suicidal #depressed #depression ",datasets/data/636.jpg
3394,0,RT @MasterDalK: .@_alexel_ @mr_mortified Im not judging ,datasets/data/3394.jpg
1829,0,"RT @Bahugunashreya: Jyoti, she does vote for change ..hats off ",datasets/data/1829.jpg
2496,0,sorn seavmey was cheapened by government ,datasets/data/2496.jpg
164,0,#Woman #stabbed #rescuing #friend from #abusive #boyfriend ,datasets/data/164.jpg
2633,0,RT @syrializer: Another British jihadist has deserted Isis in #Syria ,datasets/data/2633.jpg
4050,0,RT @NYsharemate: ???? ? ???? ?? ?? ??????? ?????? ??? ?? ????? ?????? ?? ?? http://t.co/dnLu8UxePv,datasets/data/4050.jpg
3508,0,RT @BasedGianni: Looking at my old regretful ass tweets like ,datasets/data/3508.jpg
4647,0,RT @Newsweek: Zimbabwe farmers fear a hungry winter after poor tobacco crop http://t.co/4PsotcRN6k http://t.co/t0NTTWZpIe,datasets/data/4647.jpg
3942,0,"RT @FolgerLibrary: ""These words are razors to my wounded heart."" -Titus Andronicus #ShakespeareSunday ",datasets/data/3942.jpg
4266,0,http://t.co/u2ZumY0zp5 http://t.co/HX2GBsZGQk,datasets/data/4266.jpg
1250,0,"RT @billymantra: I feel for his #tortured soul . Where was his support, yes hindsight is a perfect #science but cannot determine guilt http… ",datasets/data/1250.jpg
1247,0,The boys laying on the ledge. #Tortured #DCFS ,datasets/data/1247.jpg
3108,0,Abe apni aukad me raho ... Your impotent army can only send terrorist but cant fight F2F ,datasets/data/3108.jpg
4225,0,RT @PerchwellHQ: Urban street layouts: centrally planned vs. chaotic mess. Can you find your city? http://t.co/57MsLk1KOk @FastCompany http…,datasets/data/4225.jpg
4446,0,12mm High Definition Distressed Laminate Flooring - Maple - ONLY $1.89! http://t.co/TL9FMg9QYk http://t.co/zSA0H7LK4Q,datasets/data/4446.jpg
3412,0,RT @CauseWereGuys: Don't get offended ,datasets/data/3412.jpg
5106,0,Job hunting and starting to feel envious of your friends? Here's how to deal http://t.co/e9ms5itxtf http://t.co/SnEtGqxX2c,datasets/data/5106.jpg
